Title,Text,Author,Date,Time
U.S. sanctions deprive Iranians of breathing fresh air under severe pollution: experts,"TEHRAN, Jan. 3 (Xinhua) -- With the arrival of the cold season, the air pollution in Iran's capital Tehran has reached an alarming level and is hazardous for the health of local residents.
Domestic and foreign experts pointed out that under the years-long U.S. sanctions, the forced use of old vehicles, which should have been scrapped long ago, is the cause of the terrible air quality in Tehran.
STATE OF EMERGENCY
Over the past weeks, Tehran's local authorities decided to shut down school and university classes for some days and switched to online learning.
Abed Maleki, deputy director of Civil Affairs Coordination of Tehran Governorate, announced on Monday the continuation of remote working of sensitive groups of employees, including pregnant women, employees aging above 50, and those who have heart, lung, respiratory and rheumatic diseases as well as ones with diabetes, high blood pressure and cancer problems, according to official IRNA news agency.
Maleki said that based on the approvals of the air pollution emergency working group, universities and all educational levels of Tehran will continue online learning for two more days until Wednesday, while sports activities in open spaces are also canceled.
The even-and-odd plans for motorists are implemented as traffic rationing measures under which private vehicles with registration numbers ending with an odd digit will be allowed on the streets on odd dates and those with an even digit on even dates.
Besides, a daily permit license to enter the restricted traffic zones in Tehran will not be issued by Tehran Municipality until Wednesday, Maleki said, urging the citizens to refrain from unnecessary activities outdoors.
RESULT OF SANCTIONS
Abbas Shahsavandi, the head of the air health and climate change department of Iran's Health Ministry, pointed out that the traffic of old cars and diesel motorcycles is the main reason behind Tehran's air pollution.
There are many clunker vehicles and diesel motorcycles in Tehran, which must be removed from the consumption cycle, Shahsavandi was quoted as saying by Tehran Times.
Also, Abdollah Motevalli, deputy director of Iran's Standards and Quality Inspection Company, said that some 83 percent of air pollution in Tehran and 70 percent in other Iranian big cities are caused by vehicles, according to the report.
On Dec. 20, 2022, a group of UN human rights experts announced that ""it is no surprise that Tehran is one of the world's most polluted cities. U.S. sanctions force people to prolong the use of older vehicles that burn fuel less efficiently, while making it impossible for Iran to obtain equipment and technology to reduce vehicle emissions.""
The sanctions also prevent Iranian scientists from engaging in joint environmental research projects abroad, and prevent Iranians from accessing online databases and courses about environmental issues and sustainability, they pointed out.
NEW SOLUTIONS
On Monday, Mojtaba Shafiee, managing director of the Transport and Traffic Organization of Tehran Municipality, stressed that new ideas are needed to tackle the traffic and air pollution in Tehran.
Elaborating on the effect of the even-and-odd plan from the door of the homes on reducing air pollution, he noted that if the plan is implemented correctly, it will be effective in reducing air pollution.
He also announced the holding of the 19th International Conference on Transportation and Traffic Engineering in Tehran in March, with its focus on public and smart transportation among other topics.
Regarding the development of cycling routes in the capital, he stated that the use of shared bicycles is one of the main models of traffic management around the world that should be considered in Tehran.
In the meantime, Motevalli said that all motor vehicles used by government, public and non-government sectors are required to obtain a technical examination certificate, which can be highly effective in reducing air pollution, optimizing fuel consumption and car safety, and consequently the health of citizens.
",Xinhua,January 03,16:33
Scandal over U.S. congressman-elect lying about resume snowballs,"The U.S. Capitol building is seen in Washington, D.C., the United States, Nov. 4, 2022. (Xinhua/Liu Jie)
It is not rare that U.S. politicians tell lies about their life stories and policy proposals to court support.
WASHINGTON, Jan. 3 (Xinhua) -- A scandal over U.S. Congressman-elect George Santos lying about his resume has been snowballing, casting a bleak shadow over Washington ahead of the sworn-in of a new and divided Congress.
Santos, elected in the 2022 midterm elections to represent New York's 3rd congressional district, admitted to The New York Post last week that he had lied about his work experience and education on the campaign trail.
""My sins here are embellishing my resume. I'm sorry,"" said Santos, a 34-year-old Republican, alleging that the controversy will not deter him ""from having good legislative success.""
LIES &CONFESSION
Santos billed himself as the ""full embodiment of the American dream"" -- an openly gay son of Brazilian immigrants who becomes a ""seasoned Wall Street financier and investor"" with experience working in the business world.
Santos boasted he had worked for high-profile Wall Street firms Citigroup and Goldman Sachs, but neither company could find any records verifying his claims, according to an investigation by The New York Times.
In February 2021, Santos tweeted he and his family owned more than a dozen properties, while tenants did not pay their rent for nearly a year. However, no evidence has been uncovered verifying such claims of property ownership.
Furthermore, he claimed to have received a degree from Baruch College, a public college in New York City, in 2010, which also turned out to be a lie. Officials at the institution, The New York Times reported, ""could find no record of anyone matching his name and date of birth graduating that year.""
In his confession to The New York Post, Santos acknowledged he had ""never worked directly"" for either Citigroup or Goldman Sachs, arguing that it was a ""poor choice of words"" to say he worked for the companies while revealing that he ""does not own any properties"" and ""didn't graduate from any institution of higher learning.""
Santos also clarified he is ""clearly Catholic"" after describing himself as a nonobservant Jew. As to sexual orientation, he confirmed to The New York Post that he was married to a woman for about five years but insisted that he is now a happily married gay man.
The U.S. Capitol building is seen in Washington, D.C. Nov. 10, 2022. (Xinhua/Liu Jie)
""DO YOU HAVE NO SHAME""
Former U.S. Congresswoman from Hawaii and Fox News contributor Tulsi Gabbard ripped Santos to shreds while interviewing the congressman-elect last week, asking him, ""do you have no shame?""
""If I were one of those in New York's 3rd district right now, now that the election is over, and I'm finding out all of these lies that you've told, not just one little lie or one little embellishment,"" Gabbard told Santos. ""These are blatant lies.""
Santos responded by underlining that he has ""the courage"" to admit and face his mistakes and that ""I want to put this past me, so I can deliver for the American people.""
""I understand. Everybody wants to nitpick at me,"" he complained. ""I'm going to reassure this once and for all -- I'm not a facade. I'm not a persona. I have an extensive career that I worked real hard to achieve.""
The Fox News guest host added, ""It's hard to imagine how they could possibly trust your explanations when you're not really even willing to admit the depth of your deception to them.""
CULTURE OF LYING
It is not rare that U.S. politicians tell lies about their life stories and policy proposals to court support.
U.S. Senator Marco Rubio of Florida, re-elected to a third term last year, built his political prominence by portraying his parents as exiles from their native Cuba.
But a review of The Washington Post published in 2011 wrote that the Republican's account ""embellishes the facts"" and that ""the real story of his parents' migration appears to be a more conventional immigrant narrative.""
Herschel Walker campaigned against abortion access in 2022 as the Republican nominee for U.S. Senate in Georgia. However, his former girlfriends have accused him of encouraging or paying for abortion.
U.S. Senator Elizabeth Warren, a Massachusetts Democrat who ran for the White House several years ago, issued a public apology in 2019 for her past claims of Native American ancestry.
""Permanent Washington has created a culture where it's acceptable to lie to further your own interest. Just try not to get caught,"" Gabbard, who left the Democrat to become an independent last year, commented. ""But even when politicians do get caught, people just shrug their shoulders and move on. No big deal, no consequences.""
""So, no one should be surprised that the American people don't trust these politicians. They've got no faith that those in Washington are actually working for the people when they're so clearly working for themselves,"" she pointed out.
Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.
Supporters of Donald Trump gather in front of the U.S. Capitol building in Washington, D.C., the United States, Jan. 6, 2021. (Xinhua/Liu Jie)
MUCH DEEPER ROT
Republicans flipped the House of Representatives in last year's midterm elections while Democrats held onto their majority in the Senate. The divided Congress will be sworn in on Tuesday, with Santos to join the ranks and files of American lawmakers despite bipartisan calls for him not to take office.
According to U.S. legal pundits, the House can only prevent candidates from taking office if they violate the Constitution's age, citizenship and state residency requirements. But Santos may face ethics investigations after he's seated.
Federal prosecutors in New York have opened an investigation into Santos, which is in its early stages and has not yet zeroed in on any one allegation of wrongdoing.
Prosecutors are reportedly examining Santos' finances, including potential irregularities involving financial disclosures and loans he made to his campaign as he was running for representing New York's 3rd congressional district, which covers part of the North Shore of Long Island and northeastern Queens.
Jeff Mayhugh, a former candidate for Virginia's 10th congressional district, authored an article published by Newsweek last week, writing that ""Santos's lies exposed a much deeper rot in our political system.""
""He is a symptom of a much bigger problem than just his own dishonesty,"" Mayhugh continued, calling out ""a broken political system that focuses too much on profit and control and too little on serving the people.""
",Xinhua,January 03,15:34
Europe must face up to an economically selfish U.S.: German media,"BERLIN, Jan. 3 (Xinhua) -- U.S. protectionism is solidifying at a rapid pace and could set the mood for transatlantic relations in the future, said an op-ed published in the German business newspaper Handelsblatt recently.
""The leitmotif of becoming more independent of China is deeply embedded in both American parties,"" said the article released on Nov. 25. This is why the United States was putting billions in subsidies and investments that favor domestic manufacturers, it added.
To isolate China, the United States was also ""embracing conflict with its key allies,"" according to the op-ed.
The European Union ""must face up to this reality,"" it said, noting the sooner the Europeans accept this, the better they can prepare for future U.S. unilateral actions.
",Xinhua,January 03,13:12
Sweden sees highest number of bankruptcy filings since 2013,"This photo taken on Oct. 28, 2022 shows an empty premise in central Stockholm, Sweden. (Xinhua/He Miao)
STOCKHOLM, Jan. 2 (Xinhua) -- Due mainly to the ongoing Ukraine crisis, the accelerating rate of inflation and high electricity prices, the number of bankruptcies in Sweden rose to the highest level in a decade during the second half of 2022, according to statistics released on Monday.
Between July and December 2022, 22 percent more bankruptcies were registered than in the same period in 2021, business and credit reference agency UC said in a press release.
According to UC, nearly 3,500 companies filed for bankruptcy in the said period, around 300 more than in the same period in 2013, when the previous record was registered.
In December alone, UC said that the number of bankruptcies increased by 17 percent year-on-year.
Among hotels and restaurants, the number of bankruptcies was 29 percent higher in December than in the same month in 2021. The respective increase among retailers was 28 percent, UC said.
Meanwhile, the total number of start-ups across all sectors decreased by 13 percent in December compared with the same month in 2021, UC said.
This photo taken on Oct. 28, 2022 shows an empty premise in central Stockholm, Sweden. (Xinhua/He Miao)
As Sweden eased the COVID-19 pandemic-related restrictions, 2021 saw the lowest number of bankruptcies on record. The year 2022 also started on a high note, but concluded with unpleasant surprises, UC economist Johanna Blome said in the press release.
""Ahead of 2022, optimism was high, not least as a result of the record low number of bankruptcies in the past year and the removal of pandemic restrictions. A bright future was predicted for Sweden's entrepreneurs and small business owners, but unfortunately, the year (2022) instead offered a series of unpleasant surprises that affected both the Swedish and the global economy,"" Blome said.
""Many companies face a tough 2023. Smaller companies can suffer from setbacks in liquidity as a result of increased electricity and purchase costs as well as interests,"" Blome said, adding, ""The risk is great that bankruptcies will continue to increase and the number of start-ups will decrease -- at least during the first part of 2023.""
In the week leading up to the 2022 year-end holidays, the Swedish government said that the country was entering a recession that was expected to last until 2025. The country's gross domestic product (GDP) is projected to shrink by 0.7 percent this year. Unemployment is expected to grow to 7.8 percent in 2023 and to 8.2 percent in 2024.
",Xinhua,January 03,13:08
U.S. logs record number of discrimination complaints from schools,"High school students walk on a campus in Plano, Texas, the United States, on Aug. 31, 2022. (Photo by Xin Jin/Xinhua)
The complaints were logged as schools struggled to recover from pandemic-related closures, and add to the declining test scores and growing mental health challenges that display the fragility in large parts of the country's education system.
NEW YORK, Jan. 1 (Xinhua) -- The U.S. Education Department's Office for Civil Rights logged a record nearly 19,000 discrimination complaints in the last fiscal year from Oct. 1, 2021 to Sept. 30, 2022.
The number is more than double the previous year's and breaks the record of 16,000 filed in fiscal year 2016, reported the New York Times on Sunday. ""The latest indicator of how the social and political strife roiling the country is reverberating in the nation's schools,"" the newspaper said, noting that the surge reversed the decline in complaints filed to the office under the Trump administration.
Officials say the complaints -- most alleging discrimination based on disability, race or sex -- reflect grievances that amassed during the worst public health crisis in a century and the most divisive civil rights climate in decades, according to the report.
""The complaints were logged as schools struggled to recover from pandemic-related closures, and add to the declining test scores and growing mental health challenges that display the fragility in large parts of the country's education system,"" it said.
""It reflects the confidence in the Office for Civil Rights as a place to seek redress ... At the same time, the scope and volume of harm that we're asking our babies to navigate is astronomical,"" the report quoted Catherine Lhamon, assistant secretary for civil rights, as saying.
",Xinhua,January 03,10:30
India's unemployment rate rises to 16-month high in December,"NEW DELHI, Jan. 1 (Xinhua) -- India's unemployment rate spiked to 8.3 percent in December 2022, data released by the economic research house Center for Monitoring Indian Economy (CMIE) showed Sunday.
The unemployment rate is the highest in 16 months.
According to the CMIE, the urban unemployment rate rose to 10.09 percent in December from 8.96 percent in the previous month, while the rural unemployment rate slipped to 7.44 percent from 7.55 percent.
The northern state of Haryana continued to be on the top with an unemployment rate of 37.4 percent, followed by its neighboring state Rajasthan at 28.5 percent.
In November 2022 the rate of unemployment in India was 8 percent.
",Xinhua,January 03,10:28
Ukraine's GDP plunges record 30.4 pct in 2022,"KIEV, Jan. 6 (Xinhua) -- Ukraine's GDP declined by a record 30.4 percent last year due to the Russia-Ukraine conflict, the country's Economy Ministry said Thursday, citing preliminary estimates.
""In 2022, the Ukrainian economy suffered its largest losses and damage in the entire history of independence,"" said the ministry's press service, quoting Yulia Svyrydenko, the first deputy prime minister and economy minister.
In December 2022, Ukraine's GDP declined 34 percent due to a certain stabilization of the situation with energy supply, after a fall of 37 percent in November, the ministry said.
In the fourth quarter of last year, Ukraine's economy experienced a decline of 35.5 percent compared with the same period in 2021, it said.
The Ukrainian economy saw a 3.4-percent growth in 2021. The country's GDP is expected to rise 3.2 percent this year, according to the government's projection.
",Xinhua,January 06,10:45
U.S. gov't announces measures to crack down on illegal immigration,"WASHINGTON, Jan. 5 (Xinhua) -- The U.S. government announced Thursday new measures to crack down on illegal immigration.
The measures will ""expand and expedite legal pathways for orderly migration"" and ""result in new consequences for those who fail to use those legal pathways,"" said the White House.
Individuals who ""attempt to enter the United States without permission, do not have a legal basis to remain, and cannot be expelled pursuant to Title 42"" will be increasingly subject to expedited removal to their country of origin and subject to a five-year ban on re-entry, according to the White House release.
Title 42 is a U.S. public health authority that also allows border officials to swiftly expel migrants and asylum-seekers during the COVID-19 pandemic.
Before asking Congress for funding on Thursday, U.S. President Joe Biden said from the White House that the country's immigration system is ""broken."" He will travel to El Paso, Texas, to assess border enforcement operations on Sunday.
Texas Governor Greg Abbott and at least two other Republican governors sent thousands of migrants from their states to cities led by Democrats last year to protest against the Biden administration's immigration policies and what they called federal inaction to secure America's southern border.
",Xinhua,January 06,10:43
No speaker in U.S. House elected as voting drama drags on,"U.S. Congressman Kevin McCarthy arrives at the House chamber as the House meets for a second day to elect a speaker in Washington, D.C., the United States, Jan. 4, 2023. (Xinhua/Liu Jie)
U.S. Congressman Kevin McCarthy from California, the House Republican leader, fell short of the necessary votes to take the gavel in two more rounds of voting Thursday afternoon.
WASHINGTON, Jan. 5 (Xinhua) -- The U.S. House of Representatives hasn't elected a new speaker as the election entered the third day on Thursday.
U.S. Congressman Kevin McCarthy from California, the House Republican leader, fell short of the necessary votes to take the gavel in two more rounds of voting Thursday afternoon.
The 435-seat lower chamber -- where Republicans have a slim majority over Democrats -- is unable to conduct any legislative business until a speaker is elected.
The 118th Congress convened on Tuesday with newly-elected and re-elected senators sworn in while the House has been holding the speaker election for three days.
McCarthy has the support of most House Republicans and former U.S. President Donald Trump but a handful of hardliners have pressured him to decentralize the speaker's power.
It was the first time a House speaker -- who maintains order, manages its proceedings, and governs the administration of its business on the lower chamber's floor -- hadn't been elected on the first ballot in 100 years.
All House Democrats have voted for Congressman Hakeem Jeffries, a New York Democrat, to be speaker in the election.
Though it's unlikely for Jeffries to attain the position, he is set to become the first African American lawmaker to lead a party in either chamber of the U.S. Congress.
Republicans flipped the House in the 2022 midterm elections and Democrats held onto their majority in the Senate.
U.S. President Joe Biden said Wednesday that it's ""embarrassing for the country"" not to have a fully functional Congress, the legislature of the federal government.
",Xinhua,January 06,10:19
Hong Kong signs MOU with Pakistan on education cooperation,"HONG KONG, Jan. 5 (Xinhua) -- The Education Bureau of the Hong Kong Special Administrative Region (HKSAR) government on Thursday signed a Memorandum of Understanding (MOU) with the Ministry of Federal Education and Professional Training of Pakistan to enhance education collaboration.
The MOU provides a framework to facilitate strategic education collaboration between Hong Kong and Pakistan and covers mutually beneficial initiatives, including the exchange of expertise and experience, exchange of educational literature, teaching aids and demonstration materials, as well as exchanges of scholars, teachers, experts, students and other education personnel, according to an official press release.
Choi Yuk-lin, education secretary of the HKSAR government, said that the MOU marks the beginning of a new phase of close cooperation between Hong Kong and Pakistan in the area of education.
The HKSAR government has signed nine MOUs with countries along the Belt and Road to date, which demonstrates the HKSAR government's commitment to and effort in enhancing the internationalization of education as well as strengthening educational ties and exchanges with the Belt and Road countries, Choi said.
""I am confident that the MOU will facilitate more comprehensive exchanges and collaboration in education between the two places,"" she added.
",Xinhua,January 06,09:39
"Indian capital records nearly 4,500 dengue cases, 9 related deaths in 2022","NEW DELHI, Jan. 5 (Xinhua) -- Indian capital New Delhi recorded 4,469 cases of dengue and nine related deaths in 2022, data released by the Municipal Corporation of Delhi (MCD) on Thursday showed.
As per data, the highest number of dengue cases in Delhi were logged in October with 1,238 cases and November with 1,420 cases. In the month of December, 874 cases were reported, the data showed.
Dengue is a mosquito-borne viral disease that has rapidly spread in all regions in recent years. The virus is transmitted by female mosquitoes.
Health experts say those who become infected with the virus a second time are at a significantly greater risk of developing severe disease. It causes fever, body aches, nausea, vomiting, internal bleeding, or a fatal drop in blood pressure in severe cases.
In 2021, according to MCD, Delhi reported 9,613 dengue cases and 23 related deaths. Likewise in 2020, the number of dengue cases recorded in Delhi was 1,072, and one related death.
Health experts say cases of vector-borne diseases such as dengue and malaria are usually reported between July and November, sometimes stretching until mid-December.
",Xinhua,January 06,09:27
Passenger volume exceeds 9 million on China-Laos Railway,"Stewardesses wait for passengers beside a Lane Xang EMU train at the Vientiane Station of China-Laos Railway in Laos on May 24, 2022. (Photo by Yang Yongquan/Xinhua)
KUNMING, Jan. 5 (Xinhua) -- Since its launch in December 2021, the China-Laos Railway had handled over 9 million passenger trips as of Thursday, said the China Railway Kunming Group Co., Ltd.
Some 7.54 million passenger trips were registered in the railway's China section, while about 1.46 million were logged in its Laos section.
Since the beginning of 2023, the railway has seen a growing momentum in its passenger volume, with its average daily dispatched number of passengers reaching 29,000, which almost doubled compared with the same period in 2022.
The China section has added multiple-unit trains to 20 pairs daily on average to meet the increasing passenger travel demand, said the group.
As a landmark project of high-quality Belt and Road cooperation, the 1,035-km China-Laos Railway connects Kunming, capital of southwest China's Yunnan Province, with the Laotian capital Vientiane.
",Xinhua,January 06,09:20
Interview: China's optimized COVID-19 strategy gives new hope to global economic recovery: Thai expert,"BANGKOK, Jan. 5 (Xinhua) -- As China is the major growth engine for economic development of the Asia-Pacific and the wider world, its optimized COVID-19 strategy has injected fresh imputes into the global economic recovery, a Thai expert has said.
Noting that the COVID-19 pandemic has been a global disaster for human society, Wirun Phichaiwongphakdee, director of the Thailand-China Research Center of the Belt and Road Initiative, said in a recent interview with Xinhua that the Chinese government has constantly optimized its COVID-19 response measures based on the evolvement of the pandemic and the deepening study on the virus.
China's COVID-19 response measures have been science-based and a testimony to putting the people's interests first -- nothing being more precious than people's lives, he said, adding that China has played an indispensable role in the global fight against the pandemic and recovery of the world economy.
The swift and decisive measures undertaken by the Chinese government to contain the outbreak at the very beginning have won precious time for other countries, he said.
""The time that China has won for others and its experience to contain the outbreak were very precious for the neighboring countries and the wider world to prepare for the pandemic.""
He said China's constant adjustment and optimization of pandemic response measures are based on the increasing scientific understanding of the virus and the disease.
Wirun, who has inoculated the COVID-19 vaccine manufactured by China, said he has been impressed by China's solidarity and cooperation with the global community in overcoming the pandemic.
China has provided COVID-19 vaccines to many developing countries, including Thailand, he said, adding that the vaccines arrived at the height of the pandemic in his country and have played a critical role in Thailand's efforts to contain the outbreak.
""As Thailand is an aging society, more people could have lost their lives without these Chinese vaccines and other assistance provided by China.""
The resumption of work and production in China has played a vital role in providing other countries with critical supplies in fighting COVID-19 and their subsequent efforts to achieve economic recovery.
""China is the major growth engine for economic development of the Asia-Pacific and the world, and its manufacturing sectors are known for high quality and high efficiency.""
""Without 'Made in China', the global economic recovery would have been a non-starter,"" he added.
Wirun also pointed out that the cooperation under the China-proposed Belt and Road Initiative has enhanced relations between China and countries in its neighborhood, including Thailand. The China-Laos Railway, for example, has boosted regional connectivity, according to him.
As China's optimized COVID-19 strategy takes effect, people-to-people exchanges and the connectivity between China and other parts of the world will be further strengthened, and the world will see a new hope for recovery, he said.
China recently announced that it would downgrade its management of the infectious disease of COVID-19 from Class A to Class B, starting from Jan. 8, 2023, shifting the focus of the response from stemming infection to caring for infected patients and preventing severe cases.
",Xinhua,January 06,09:13
Putin orders Christmas truce with Ukraine on Jan. 6-7,"People stand by a damaged building in Kiev, Ukraine, Dec. 31, 2022. (Photo by Roman Petushkov/Xinhua)
Putin called on Kiev to declare a ceasefire based on the fact that a large number of Orthodox citizens live in the combat areas.
MOSCOW, Jan. 5 (Xinhua) -- Russian President Vladimir Putin instructed the country's Defense Minister Sergei Shoigu to start a 36-hour truce along the entire line of contact between the parties in Ukraine from Jan. 6 to 7, the Kremlin said Thursday.
""Taking into account the appeal of His Holiness Patriarch Kirill, I instruct the Russian Defense Minister to introduce a ceasefire regime along the entire line of contact between the parties in Ukraine from 12:00 (0900 GMT) on January 6 to 24:00 (2100 GMT) on January 7,"" the Kremlin said in a statement.
Putin also called on Kiev to declare a ceasefire based on the fact that a large number of Orthodox citizens live in the combat areas, according to the statement.
",Xinhua,January 06,08:59
Six global issues to resolve in 2023,"This photo taken on Jan. 1, 2023 shows the sunrise scenery in Shanghai, east China. (Photo by Zhuang Yi/Xinhua)
Looking ahead to 2023, solutions remain in sight to these seemingly intractable problems so long as countries jointly deliver real, concrete actions.
BEIJING, Jan. 5 (Xinhua) -- The year of 2022 saw a world in turmoil: the United States fueled one conflict after another, the Ukraine crisis dragged on, the COVID-19 pandemic lingered on with Omicron emerging as the new strain.
Inflation, food crisis, energy security, a sluggish world economic recovery, a worrisome climate and stalled climate negotiations ... These overlapping challenges have tested humanity beyond measure.
Looking ahead to 2023, solutions remain in sight to these seemingly intractable problems so long as countries jointly deliver real, concrete actions.
THE UKRAINE CRISIS
The crisis in Ukraine escalated on Feb. 24, 2022, when Russia launched a special military operation against Ukraine. Since then, the U.S.-led West has continued to provide military and economic aid to Ukraine, turning the conflict into a protracted one. The United States and its allies have also imposed tough sanctions on Russia on an unprecedented scale, but have failed to crush the Russian economy.
People stand by a damaged building in Kiev, Ukraine, Dec. 31, 2022. (Photo by Roman Petushkov/Xinhua)
At present, the Russian and Ukrainian forces are basically caught in a stalemate. Due to huge divisions between the two sides, it is difficult to resolve the crisis through negotiations in the short term.
The United States continued to fan the flame by announcing an additional 1.85 billion U.S. dollars in military aid to Ukraine, including the Patriot air defense system. The U.S. Congress also passed recently the omnibus bill for 2023, which includes up to 45 billion dollars in emergency funding for Ukraine. Meanwhile, Russia lately signaled a military buildup by announcing plans to beef up its armed forces to 1.5 million from 1.15 million.
It remains unpredictable whether the crisis will come to an end or escalate further in 2023, the evolvement of which largely hinges on whether the Western countries can withstand the enormous burden on their economies and national defense from continued aid to Ukraine.
THE COVID-19 PANDEMIC
Over the past year, Omicron, a mutated new coronavirus variant, has become the dominant strain in the global pandemic. Omicron is more infectious than previously prevalent strains, has multiple subtypes, and has triggered waves of new outbreaks in countries around the world. However, its pathogenicity is significantly lower, and so is the rate of serious illness and mortality due to infection, prompting countries around the world to gradually adjust their epidemic prevention policies.
This photo taken on Aug. 31, 2022 shows the production line of COVID-19 vaccine under the Butantan Institute in the state of Sao Paulo, Brazil. (Butantan Institute/Handout via Xinhua)
WHO Director-General Tedros Adhanom Ghebreyesus has recently voiced his hope of declaring COVID-19 no longer a global health emergency sometime in 2023, and a WHO emergency committee will meet in January to discuss the criteria for declaring such an end.
To battle COVID, scientists around the world are making unremitting efforts to develop next-generation vaccines and antiviral drugs. With the progress of the research and development of COVID vaccine and drugs, humankind will be armed with more weapons against viruses and a strong shield against COVID.
BATTERED WORLD ECONOMY
In 2022, the world economy is beset by multiple difficulties, especially inflation, which has hamstrung many countries. The U.S.-led Western countries have previously implemented ultra-loose monetary policy for a long time to cope with the pandemic and stimulate the economy, sowing the seeds for skyrocketing inflation.
Following the escalation of the Ukraine crisis, Western sanctions against Russia further obstructed the international supply chain already disrupted by the pandemic. The hiking energy and food prices further pushed up inflation, and the price rise of commodities in many European and American countries hit a 40-year high.
To curb inflation, the U.S. Federal Reserve raised interest rates swiftly and aggressively, causing other economies' currencies to depreciate sharply and fueling their imported inflation. Many countries have been forced to follow the United States in raising interest rates, triggering fears of recession.
In its World Economic Outlook report released in October 2022, the International Monetary Fund projects global economic growth at 2.7 percent in 2023, down 0.2 percentage points from its July forecast, with the global economy facing significant downside risks.
However, with the release of pent-up demand and the combination of policy effects, China's economy will show clear momentum for recovery and growth, which will add sustained impetus and bring opportunities and confidence to the world economy.
POLITICALLY DIVIDED U.S.
In 2022, the U.S. Democratic and Republican parties continued their bickering, with deep rifts on a range of issues, including abortion rights, gun control and immigration. In the midterm elections held in November 2022, Republicans seized control of the House of Representatives, while Democrats narrowly retained control of the Senate.
The U.S. Capitol building is seen in Washington, D.C. Nov. 10, 2022. (Xinhua/Liu Jie)
With both parties eyeing the 2024 presidential election and the new Congress ""divided"" between the House and the Senate, the Republican Party is expected to pose more challenges to the Joe Biden administration in 2023, leaving its current domestic and foreign policies in a welter of great uncertainty.
The strife within the Republican Party is also likely to intensify. Moderates in the Republican Party may consider dropping their support for Donald Trump, who is planning to run for president in the next election but did poorly in the midterms. Meanwhile, Republicans' narrow majority in the House of Representatives may give the party's extremist wing more opportunity to sway its position in Congress.
Amid political polarization and intensified infighting, U.S. politics remain shrouded by uncertainties, which will affect the U.S. foreign policy and bring about more complexities to the world.
THE ASIA-PACIFIC
In 2022, under U.S. interference, many countries in the Asia-Pacific faced varying degrees of shocks and mounting regional tensions.
One year after the withdrawal of U.S. troops, Afghanistan is still mired in a grave security and humanitarian crisis. On the Korean Peninsula, tensions escalated after the United States and South Korea repeatedly held large-scale joint military drills, prompting the Democratic People's Republic of Korea to counter with missile launches. With the support of the United States, Japan has recently officially adopted three key defense documents including a new version of the National Security Strategy, which proposes to build a so-called ""counterstrike capability,"" a de facto pre-emptive attack capability, and will significantly increase military spending in the next five years, arousing concern in the international community.
Foreseeably, the United States will continue to form cliques and foment trouble in the Asia-Pacific region. Peace will remain a luxury in the region in 2023.
CLIMATE CHANGE
Climate change is a major challenge facing humanity. In 2022, the mega-floods in Pakistan killed more than 1,000 people. The summer heat and drought in Europe dried up the headwaters of the Thames and nearly shut down the Rhine. The recent winter storms that nearly swept across the United States have killed dozens of people. These appalling extreme weather events serve as a grim reminder that it brooks no delay to tackle climate change.
Photo taken on Aug. 26, 2020 shows a flooded area in the southern Pakistani port city of Karachi. (Str/Xinhua)
In November 2022, the 27th session of the Conference of the Parties (COP27) to the United Nations Framework Convention on Climate Change was held in Sharm El-Sheikh, Egypt. Developed countries remained passive in providing financial and technical support to developing countries, and had yet to deliver their pledged funding of 100 billion dollars a year. As a highlight of the meeting, the conference finally agreed to establish a ""loss and damage"" fund to provide financial assistance to the most vulnerable and hardest hit by climate change, but this is only a first step. Still subject to negotiations in 2023 are key issues such as the form of the fund, funding countries, allocation methods and assistance targets.
Currently, developed economies don't fare well. Confronted with strained energy supply, some developed countries have switched back to coal for power generation and become increasingly unwilling to cut their own emissions and support developing countries in doing so. Under such circumstances, all eyes are on whether the COP28, scheduled for 2023 in Dubai, UAE, will make a difference on the above key issues.
",Xinhua,January 06,08:17
